First,Last,Nickname,Ht,Wt,Reach,Stance,W,L,D,Belt,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,DOB
Achilles,Estremadura,,"5' 10""",155 lbs.,"68.0""",Orthodox,7,1,0,,3.20,43%,3.27,70%,N/A,0.00,0%,0%,0.0,"Mar 11, 1992"
Jodie,Esquibel,,"5' 1""",115 lbs.,"64.0""",Orthodox,6,6,0,,4.10,31%,7.37,52%,N/A,0.75,21%,83%,0.0,"May 07, 1986"
Rafael,Estevam,Macapa,"5' 8""",125 lbs.,"69.0""",Orthodox,12,0,0,,2.94,64%,3.35,34%,N/A,3.35,19%,0%,0.7,"Aug 10, 1996"
Juan,Espino,El Guapo,"6' 3""",255 lbs.,"80.0""",Orthodox,11,2,0,,2.38,70%,1.95,40%,N/A,8.93,78%,50%,2.4,"Oct 09, 1980"
Evan,Esguerra,,--,145 lbs.,--,,8,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Jordan,Espinosa,The Gamer,"5' 6""",125 lbs.,"69.0""",Orthodox,15,9,0,,4.22,52%,2.94,57%,N/A,0.75,28%,70%,0.2,"Nov 08, 1989"
Carla,Esparza,Cookie Monster,"5' 1""",115 lbs.,"63.0""",Orthodox,20,7,0,,2.16,40%,2.69,55%,N/A,3.22,35%,47%,0.3,"Oct 10, 1987"
Cole,Escovedo,Apache Kid,"5' 7""",135 lbs.,"72.0""",Orthodox,17,9,0,,1.77,43%,4.32,49%,N/A,0.43,33%,13%,0.0,"Aug 30, 1981"
Eric,Esch,Butterbean,"5' 11""",350 lbs.,--,Orthodox,15,10,1,,3.07,71%,1.74,43%,N/A,0.00,0%,0%,2.0,"Aug 03, 1968"
Bobby,Escalante,,--,130 lbs.,--,,5,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Pro,Escobedo,,--,205 lbs.,--,,1,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Ivan,Erslan,,--,205 lbs.,--,,14,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Nov 15, 1991"
Chel,Erwin-Davis,The First Sun,"6' 0""",170 lbs.,--,,5,1,0,,4.06,54%,1.13,61%,N/A,4.25,100%,50%,1.4,--
Jarno,Errens,,"5' 11""",145 lbs.,"73.0""",Orthodox,14,6,1,,3.29,44%,3.29,61%,N/A,0.00,0%,33%,0.3,"Nov 17, 1994"
Nick,Ertl,,"5' 9""",155 lbs.,--,,8,6,0,,1.34,69%,1.59,41%,N/A,1.88,50%,0%,0.0,--
Konstantin,Erokhin,,"5' 11""",230 lbs.,--,Orthodox,9,3,0,,1.07,36%,1.83,47%,N/A,0.00,0%,70%,0.0,"Jan 31, 1983"
Julian,Erosa,Juicy J,"6' 1""",145 lbs.,"74.0""",Southpaw,30,12,0,,6.18,48%,6.31,48%,N/A,1.69,48%,58%,0.8,"Jul 31, 1989"
Josh,Epps,,--,130 lbs.,--,,6,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Aug 23, 1986"
Tom,Erikson,The Big Cat,"6' 3""",280 lbs.,--,Orthodox,9,4,1,,0.94,47%,1.87,25%,N/A,4.68,60%,100%,6.2,--
Steve,Erceg,Astroboy,"5' 8""",125 lbs.,"68.0""",Orthodox,12,3,0,,4.37,48%,4.22,53%,N/A,1.16,26%,60%,0.5,"Jul 27, 1995"
Won Jin,Eoh,,"5' 7""",160 lbs.,--,Orthodox,5,5,1,,3.74,44%,3.58,46%,N/A,0.00,0%,50%,0.0,--
Andy,Enz,Tank Mode,"6' 3""",185 lbs.,"78.0""",Orthodox,10,4,0,,3.51,23%,5.32,57%,N/A,0.00,0%,58%,0.0,"Aug 15, 1991"
David,Er-Ramy,The Golden Boy,--,205 lbs.,--,,7,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Sep 19, 1996"
Alex,Enlund,,"5' 10""",145 lbs.,--,Orthodox,14,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"May 27, 1987"
Kolton,Englund,White Assassin,"5' 10""",155 lbs.,"69.0""",Orthodox,9,4,0,,2.31,25%,11.54,40%,N/A,0.00,0%,0%,0.0,"Jul 09, 1993"
Ian,Entwistle,Enty,"5' 5""",135 lbs.,--,Orthodox,9,3,0,,0.11,7%,7.36,31%,N/A,0.00,0%,0%,12.1,"Nov 19, 1986"
Kevin,Engel,The Hitman,"6' 2""",170 lbs.,--,,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Marius,Enache,,"5' 11""",155 lbs.,--,,3,3,0,,1.71,34%,0.66,84%,N/A,3.94,100%,0%,3.9,"Oct 16, 1975"
Josh,Emmett,CC0,"5' 6""",145 lbs.,"70.0""",Orthodox,19,4,0,,4.04,36%,4.61,61%,N/A,0.91,37%,46%,0.1,"Mar 04, 1985"
Oliver,Enkamp,,"6' 0""",170 lbs.,"77.0""",Switch,7,2,0,,2.38,36%,3.55,37%,N/A,0.87,16%,0%,0.0,"Aug 10, 1991"
Jamall,Emmers,Pretty Boy,"5' 10""",145 lbs.,"74.0""",Orthodox,20,8,0,,5.30,48%,4.05,57%,N/A,1.83,40%,90%,0.2,"Jul 24, 1989"
Rob,Emerson,The Saint,"5' 9""",155 lbs.,"70.0""",Orthodox,18,12,0,,2.50,30%,2.83,64%,N/A,2.02,52%,65%,0.4,"Jul 30, 1981"
Aleksander,Emelianenko,,"6' 6""",255 lbs.,--,Orthodox,23,7,0,,2.75,41%,1.70,65%,N/A,2.32,72%,66%,0.9,"Aug 02, 1981"
Ramazan,Emeev,Gorets,"5' 10""",170 lbs.,"76.0""",Southpaw,20,6,0,,2.53,45%,2.14,65%,N/A,2.37,29%,66%,0.7,"May 23, 1987"
Fedor,Emelianenko,The Last Emperor,"6' 0""",230 lbs.,"74.0""",Orthodox,36,5,0,,3.18,51%,1.00,63%,N/A,2.00,63%,82%,1.9,"Sep 28, 1976"
Aaron,Ely,The Cyborg,"5' 8""",135 lbs.,--,,5,2,0,,0.82,15%,0.66,69%,N/A,2.47,100%,50%,4.9,"Mar 18, 1989"
Sovannahry,Em,The Sweet Savage,"5' 4""",135 lbs.,--,,3,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Jun 26, 1992"
Cameron,Else,Camchida,"5' 9""",135 lbs.,"71.0""",Switch,10,6,0,,1.99,40%,8.09,51%,N/A,0.00,0%,0%,0.0,"Apr 27, 1987"
Lisa,Ellis,,"5' 4""",115 lbs.,--,,15,11,0,,1.68,48%,2.32,57%,N/A,4.19,63%,50%,0.6,"Nov 15, 1982"
Anna,Elmose,Panda,"5' 3""",115 lbs.,--,Orthodox,3,2,0,,3.68,49%,4.64,56%,N/A,0.00,0%,33%,0.0,"Oct 06, 1984"
Eddy,Ellis,Fast,"5' 9""",170 lbs.,--,Orthodox,21,16,1,,3.40,69%,1.53,68%,N/A,4.00,66%,50%,2.0,--
Oban,Elliott,The Welsh Gangster,"6' 0""",170 lbs.,"72.0""",Orthodox,11,2,0,,3.82,47%,2.24,61%,N/A,2.67,50%,72%,0.0,"Dec 19, 1997"
Joe,Ellenberger,Excalibur,"5' 9""",155 lbs.,"72.0""",Orthodox,15,2,0,,1.62,47%,3.45,48%,N/A,3.17,40%,0%,1.1,"Mar 28, 1985"
Tim,Elliott,,"5' 7""",125 lbs.,"66.0""",Southpaw,21,13,1,,3.39,44%,2.66,56%,N/A,3.73,47%,59%,1.0,"Dec 24, 1986"
Jake,Ellenberger,The Juggernaut,"5' 9""",170 lbs.,"71.0""",Orthodox,31,15,0,,2.47,39%,2.83,60%,N/A,2.04,47%,86%,0.4,"Mar 28, 1985"
Joao,Elias,Alicate,"5' 3""",125 lbs.,"64.0""",Southpaw,17,4,1,,0.40,50%,6.47,20%,N/A,0.00,0%,50%,0.0,"Jan 08, 1995"
Saul,Elizondo,,"5' 7""",135 lbs.,--,,6,8,0,,2.07,30%,4.93,48%,N/A,2.00,100%,66%,1.0,"Jul 17, 1985"
John Paul,Elias,,"6' 4""",205 lbs.,--,,3,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
John,Elam,,--,--,--,,2,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Darren,Elkins,The Damage,"5' 10""",145 lbs.,"71.0""",Orthodox,28,11,0,,3.44,38%,3.27,52%,N/A,2.85,35%,56%,1.1,"May 16, 1984"
Per,Eklund,,"5' 10""",155 lbs.,"72.0""",Orthodox,14,5,1,,2.07,61%,2.38,67%,N/A,2.07,11%,50%,3.6,--
Evan,Elder,The Phenom,"5' 10""",155 lbs.,"72.0""",Switch,9,2,0,,5.02,49%,4.79,57%,N/A,0.63,20%,33%,0.6,"Apr 11, 1997"
Jon Olav,Einemo,The Viking,"6' 6""",253 lbs.,--,Orthodox,6,3,0,,2.15,52%,3.05,52%,N/A,1.73,55%,43%,0.0,"Dec 10, 1975"
Justin,Eilers,The Hammer,"6' 1""",235 lbs.,--,Orthodox,19,7,1,,2.86,43%,5.66,49%,N/A,0.82,25%,50%,0.0,"Jun 28, 1978"
Stephanie,Egger,,"5' 6""",135 lbs.,"68.0""",Orthodox,8,5,0,,2.20,46%,2.48,52%,N/A,2.48,42%,50%,0.6,"Aug 12, 1988"
Tom,Egan,,"5' 11""",170 lbs.,--,Orthodox,7,5,0,,0.00,0%,3.91,50%,N/A,0.00,0%,28%,0.0,--
Joselyne,Edwards,La Pantera,"5' 8""",135 lbs.,"70.0""",Orthodox,13,6,0,,4.35,51%,3.29,49%,N/A,0.88,33%,60%,0.4,"Sep 29, 1995"
Adli,Edwards,,--,145 lbs.,--,,4,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Aug 28, 1989"
Te,Edwards,,"5' 8""",155 lbs.,"72.0""",Orthodox,6,3,0,,1.50,41%,4.15,44%,N/A,0.72,100%,44%,0.0,"Sep 11, 1990"
Leon,Edwards,Rocky,"6' 2""",170 lbs.,"74.0""",Southpaw,22,4,0,,2.68,53%,2.37,53%,N/A,1.25,36%,65%,0.4,"Aug 25, 1991"
Justin,Edwards,Fast Eddy,"5' 10""",155 lbs.,"70.0""",Orthodox,9,5,0,,2.68,42%,3.32,51%,N/A,2.14,26%,27%,1.0,"Jan 26, 1983"
Abdul-Kerim,Edilov,,"6' 2""",205 lbs.,--,Orthodox,17,4,0,,10.22,61%,0.13,92%,N/A,3.98,100%,0%,2.0,"Nov 25, 1991"
Johnny,Eduardo,,"5' 7""",135 lbs.,"71.0""",Orthodox,28,13,0,,2.95,39%,3.22,63%,N/A,0.22,20%,58%,0.4,"Aug 03, 1978"
Yves,Edwards,,"5' 9""",155 lbs.,"73.0""",Southpaw,42,22,1,,2.91,42%,2.34,66%,N/A,0.76,53%,69%,0.7,"Sep 30, 1976"
Roybert,Echeverria,The Unbroken,"5' 5""",125 lbs.,"67.0""",Switch,7,1,0,,2.95,53%,2.52,57%,N/A,0.00,0%,71%,2.6,"Aug 21, 1995"
Frankie,Edgar,The Answer,"5' 6""",135 lbs.,"68.0""",Orthodox,23,11,1,,3.77,40%,2.82,65%,N/A,2.29,31%,65%,0.3,"Oct 16, 1981"
Mark,Eddiva,,"5' 8""",145 lbs.,"68.0""",Orthodox,6,3,0,,3.37,45%,2.98,54%,N/A,1.45,22%,63%,0.0,"Feb 16, 1986"
Ross,Ebanez,The Boss,"5' 9""",154 lbs.,--,Southpaw,20,10,0,,0.74,50%,0.74,62%,N/A,3.70,100%,0%,0.0,"May 18, 1975"
Vincent,Eazelle,The Real Deal,"5' 11""",155 lbs.,--,,9,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Dec 07, 1980"
Maurice,Eazel,,"5' 7""",135 lbs.,--,,7,15,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Brian,Ebersole,Bad Boy,"6' 0""",170 lbs.,"73.0""",Southpaw,51,18,1,,2.32,49%,2.14,56%,N/A,1.70,23%,61%,0.1,"Nov 27, 1980"
Mike,Easton,The Hulk,"5' 6""",135 lbs.,"70.0""",Southpaw,13,6,0,,3.51,37%,4.28,61%,N/A,0.75,22%,66%,0.0,"Jan 25, 1984"
Marvin,Eastman,The Beastman,"5' 9""",185 lbs.,"73.0""",Orthodox,18,15,1,,2.21,35%,3.92,42%,N/A,1.38,33%,81%,0.0,"Jun 08, 1971"
Ben,Earwood,,"5' 8""",170 lbs.,--,Orthodox,12,3,0,,0.50,55%,0.20,33%,N/A,3.00,100%,0%,0.0,--
Cody,East,The Freight Train,"6' 3""",245 lbs.,--,Orthodox,12,3,0,,4.15,43%,7.32,40%,N/A,3.97,100%,16%,0.0,"Jun 29, 1988"
Takeru,Uchida,,"5' 5""",125 lbs.,"68.0""",Southpaw,6,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,4.4,"Sep 30, 2002"
Christian,Uflacker,,"5' 11""",170 lbs.,--,,5,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Aug 04, 1985"
Zach,Underwood,,"6' 2""",185 lbs.,--,,13,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12,18,5,,0.13,21%,1.40,46%,N/A,0.50,100%,0%,1.5,"Apr 17, 1976"
Jeremy,Umphries,,--,160 lbs.,--,,5,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2,,2.23,39%,4.10,59%,N/A,0.75,17%,90%,0.0,"Sep 11, 1982"
Alberto,Uda,,"6' 3""",185 lbs.,--,Orthodox,12,2,0,,1.79,52%,3.49,45%,N/A,2.83,50%,66%,0.0,"Aug 08, 1984"
Carlos,Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,11,1,0,,7.41,59%,3.60,52%,N/A,0.95,75%,75%,0.3,"Nov 07, 1990"
Tagir,Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,15,2,0,,3.22,45%,3.30,51%,N/A,3.71,46%,61%,2.1,"Aug 07, 1991"
Andy,Uhrich,,"6' 0""",170 lbs.,--,,11,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Jeremy,Tavares,,--,135 lbs.,--,,1,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Yasuhiro,Urushitani,,"5' 5""",125 lbs.,--,Southpaw,21,8,6,,3.47,39%,4.71,65%,N/A,0.00,0%,80%,0.0,"Sep 08, 1976"
Nick,Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,10,3,0,,3.61,45%,5.06,36%,N/A,0.00,0%,0%,0.0,"Sep 26, 1985"
David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,,4.69,43%,3.53,55%,N/A,0.94,33%,77%,0.0,"May 01, 1989"
Johnny,Walker,,"6' 6""",205 lbs.,"82.0""",Orthodox,21,9,0,,3.87,53%,3.12,44%,N/A,0.45,100%,57%,0.9,"Mar 30, 1992"
Donny,Walker,Eagle Eye,"5' 9""",135 lbs.,--,,15,10,0,,1.81,37%,3.85,46%,N/A,0.00,0%,57%,1.7,"Jan 04, 1980"
Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,,1.83,35%,3.02,56%,N/A,0.87,100%,80%,0.0,"Feb 07, 1965"
Roger,Zapata,Viva,"5' 11""",170 lbs.,--,Southpaw,4,2,0,,2.60,51%,2.13,36%,N/A,0.00,0%,81%,1.4,"May 09, 1986"
Rubens,Xavier,Macula,"6' 3""",220 lbs.,--,Orthodox,5,3,0,,0.77,42%,1.82,21%,N/A,2.10,40%,25%,1.1,--
Xiao,Long,,"5' 8""",135 lbs.,"70.0""",Orthodox,26,8,0,,4.98,52%,4.02,48%,N/A,1.00,30%,78%,0.0,"Apr 13, 1998"
Xie,Bin,The Stalker,"5' 9""",145 lbs.,"71.0""",Orthodox,13,4,0,,4.87,48%,3.18,59%,N/A,2.15,35%,40%,0.0,"Feb 28, 1998"
Saparbeg,Safarov,,"6' 1""",185 lbs.,"78.0""",Orthodox,9,3,0,,4.03,48%,2.96,47%,N/A,2.52,41%,33%,0.0,"Oct 14, 1986"
Keiichiro,Yamamiya,,"5' 11""",185 lbs.,--,Southpaw,45,35,10,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Jul 12, 1972"
Petr,Yan,No Mercy,"5' 7""",135 lbs.,"67.0""",Switch,17,5,0,,5.14,53%,4.36,58%,N/A,1.73,51%,85%,0.1,"Feb 11, 1993"
Kenichi,Yamamoto,,"6' 0""",170 lbs.,--,Orthodox,5,12,2,,0.30,46%,1.93,38%,N/A,0.00,0%,10%,0.3,"Jul 11, 1976"
Tarec,Saffiedine,Sponge,"5' 10""",170 lbs.,"70.0""",Switch,16,7,0,,4.05,47%,3.06,62%,N/A,0.52,36%,84%,0.1,"Sep 06, 1986"
Chris,Yee,,"5' 9""",185 lbs.,--,,4,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Yan,Qihui,Queen Kong,"5' 3""",125 lbs.,"62.0""",Orthodox,25,5,0,,4.38,46%,5.06,54%,N/A,3.68,69%,62%,0.0,"Oct 21, 1996"
Yoshiaki,Yatsu,,"6' 1""",165 lbs.,--,Orthodox,0,2,0,,0.00,0%,5.57,48%,N/A,0.00,0%,0%,0.0,"Jul 19, 1956"
Shane,Young,Smokin',"5' 8""",145 lbs.,"72.0""",Orthodox,13,8,0,,5.19,40%,5.46,52%,N/A,0.63,18%,64%,0.0,"Jul 31, 1993"
Shanna,Young,The Shanimal,"5' 7""",125 lbs.,"65.0""",Orthodox,9,6,0,,3.18,47%,4.88,43%,N/A,0.00,0%,53%,0.6,"Feb 20, 1991"
Yoshiyuki,Yoshida,Zenko,"5' 11""",170 lbs.,"70.0""",Southpaw,18,9,0,,0.85,36%,3.67,36%,N/A,1.41,28%,25%,2.8,"May 10, 1974"
Gilbert,Yvel,The Hurricane,"6' 2""",225 lbs.,"77.0""",Orthodox,39,16,1,,1.05,47%,1.78,50%,N/A,0.00,0%,25%,1.0,"Jun 30, 1976"
Christien,Savoie,Tiger,--,185 lbs.,--,,10,1,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Aug 29, 1992"
Adam,Schindler,,"5' 8""",155 lbs.,--,,10,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"May 19, 1983"
Lacey,Schuckman,,"5' 3""",125 lbs.,--,,11,10,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Daniel,Schmitt,,--,185 lbs.,--,,2,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Josh,Shockley,,"6' 1""",155 lbs.,--,Orthodox,11,4,0,,1.40,33%,1.75,60%,N/A,0.00,0%,61%,0.8,"Nov 15, 1989"
Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,4,0,,6.33,51%,5.93,57%,N/A,0.00,0%,42%,0.0,"Aug 27, 1990"
Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,,5.40,50%,1.80,59%,N/A,1.00,100%,71%,0.0,"May 08, 1984"
Marlon,Sims,,--,170 lbs.,--,,3,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Erik,Silva,The King,"5' 9""",145 lbs.,"71.0""",Orthodox,9,3,0,,2.07,70%,1.57,40%,N/A,3.76,80%,62%,0.0,"Mar 16, 1987"
Denis,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0,,1.51,23%,6.06,36%,N/A,0.00,0%,80%,1.0,"Feb 02, 1980"
Benardo,Sopaj,Lion King,"5' 6""",135 lbs.,"66.0""",Orthodox,11,3,0,,3.06,52%,4.56,53%,N/A,3.06,75%,50%,0.0,"Sep 25, 2000"
Lucas,Stark,,--,155 lbs.,--,,1,5,0,,1.60,25%,3.20,66%,N/A,12.00,100%,0%,0.0,--
Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,,1.55,39%,2.23,33%,N/A,3.58,60%,50%,4.2,"Mar 08, 1978"
Bartosz,Szewczyk,,--,205 lbs.,--,,8,2,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Kevin,Szaflarski,,"6' 5""",260 lbs.,"77.0""",Orthodox,11,2,0,,1.13,28%,8.07,30%,N/A,0.00,0%,0%,0.0,"Dec 30, 1994"
Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,,0.00,0%,10.12,12%,N/A,0.00,0%,0%,0.0,"Jan 27, 1978"
Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,,0.00,0%,6.58,27%,N/A,0.00,0%,0%,0.0,"Sep 03, 1973"
Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,,4.23,41%,2.61,61%,N/A,0.11,100%,75%,0.1,"Mar 05, 1976"
Oumar,Sy,,"6' 4""",205 lbs.,"83.0""",Orthodox,10,0,0,,0.00,0%,0.81,25%,N/A,8.07,66%,0%,4.0,"Nov 21, 1995"
Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,,1.30,18%,1.73,79%,N/A,0.00,0%,75%,0.0,"Dec 22, 1982"
Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,29,14,0,,4.67,50%,3.86,59%,N/A,1.04,50%,63%,0.4,"Nov 02, 1983"
Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,,5.60,69%,4.03,48%,N/A,1.00,40%,77%,2.0,"Jul 29, 1993"
Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,,0.78,42%,1.57,40%,N/A,0.00,0%,33%,0.0,"Aug 24, 1976"
Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,,0.80,44%,3.20,40%,N/A,0.00,0%,0%,6.0,"Jan 30, 1991"
Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0,,2.02,38%,5.91,38%,N/A,0.00,0%,0%,0.0,"Apr 25, 1985"
Danilo,Suzart,,"6' 0""",260 lbs.,--,Orthodox,9,2,0,,4.09,55%,11.73,51%,N/A,0.00,0%,0%,0.0,"Dec 04, 1991"
Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Aug 07, 1982"
Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,,2.36,37%,2.29,54%,N/A,1.06,50%,61%,0.6,"Jun 19, 1979"
Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0,,2.20,42%,3.53,48%,N/A,1.00,11%,0%,0.0,"Nov 07, 1991"
Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,,2.07,83%,4.97,36%,N/A,0.00,0%,0%,0.0,"Aug 07, 1973"
Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,,2.68,48%,7.64,34%,N/A,2.87,100%,0%,0.0,"Nov 16, 1989"
,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,16,6,0,,4.64,54%,2.73,61%,N/A,0.29,100%,66%,0.6,"Jan 20, 1996"
Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,,1.98,37%,2.19,70%,N/A,0.27,100%,88%,0.3,"Jul 01, 1976"
Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,,0.00,0%,2.40,42%,N/A,9.00,100%,0%,9.0,--
Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,,1.37,40%,2.08,53%,N/A,1.33,66%,0%,0.0,"May 31, 1970"
Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,,2.59,48%,2.45,71%,N/A,2.05,100%,66%,0.0,"Feb 03, 1978"
Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,,0.00,0%,0.22,80%,N/A,3.27,50%,0%,3.3,--
Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,,5.70,67%,4.89,28%,N/A,0.00,0%,100%,0.0,"Jun 15, 1993"
Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,,1.80,50%,1.20,63%,N/A,0.00,0%,60%,0.0,--
Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,11,0,0,,4.27,63%,1.38,51%,N/A,6.20,61%,100%,0.9,"Dec 19, 1990"
Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,,3.34,43%,8.85,47%,N/A,1.59,25%,33%,0.8,"Aug 01, 1986"
Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,,3.53,39%,2.42,57%,N/A,1.37,20%,38%,0.7,"Mar 13, 1981"
Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,,3.16,61%,2.84,41%,N/A,2.40,36%,62%,0.0,"Jul 06, 1987"
Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,,0.00,0%,4.00,38%,N/A,0.00,0%,0%,16.4,"Mar 01, 1979"
Mark,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0,,1.40,45%,4.07,40%,N/A,0.00,0%,66%,0.0,"Jun 23, 1988"
Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,,4.76,43%,2.99,57%,N/A,0.84,15%,81%,1.1,"Jul 27, 1984"
Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0,,3.04,45%,1.88,59%,N/A,0.72,33%,33%,0.0,"Jul 13, 1969"
Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,,3.12,47%,4.04,46%,N/A,0.56,46%,55%,1.7,"Feb 18, 1988"
Sean,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,29,6,0,,6.01,42%,4.48,61%,N/A,0.78,64%,77%,0.2,"Feb 27, 1991"
Gennaro,Strangis,,--,--,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0,,5.03,51%,5.28,47%,N/A,3.87,57%,100%,0.0,"May 29, 1991"
Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Feb 09, 1979"
Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,,0.69,67%,3.20,29%,N/A,0.00,0%,20%,0.0,"Nov 07, 1973"
