Name,Ht,Wt,Reach,Stance,Career W,Career L,DOB,born_year
Coty Wheeler,"5' 6""",135 lbs.,"67.0""",Orthodox,14,5,"Oct 11, 1978",1978
Mike Wessel,"6' 0""",260 lbs.,--,Orthodox,15,8,"Dec 02, 1977",1977
Takashi Sato,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,"Jun 09, 1990",1990
Fabricio Werdum,"6' 4""",231 lbs.,"77.0""",Orthodox,24,9,"Jul 30, 1977",1977
Keisuke Sasu,"5' 5""",145 lbs.,"69.0""",Switch,11,3,"Sep 30, 1994",1994
Takenori Sato,"5' 10""",170 lbs.,--,Southpaw,19,11,"Jun 08, 1985",1985
Masaaki Satake,"6' 1""",220 lbs.,--,Orthodox,1,8,"Aug 17, 1965",1965
Kyosuke Sasaki,"5' 7""",183 lbs.,--,Southpaw,3,7,--,--
Yuta Sasaki,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,"Oct 07, 1989",1989
Paul Sass,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,"Aug 04, 1988",1988
Yuki Sasaki,"6' 2""",185 lbs.,--,Orthodox,25,22,"Sep 12, 1976",1976
Christian Wellisch,"6' 2""",234 lbs.,"77.0""",Orthodox,8,5,"Sep 13, 1975",1975
Alexander Sarnavskiy,"5' 11""",155 lbs.,--,,35,6,"Jan 17, 1989",1989
Mark Weir,"6' 2""",185 lbs.,--,Southpaw,21,18,"Sep 19, 1967",1967
Harris Sarmiento,"5' 9""",155 lbs.,--,Orthodox,36,26,"Sep 09, 1983",1983
Joshua Weems,"5' 8""",135 lbs.,"69.0""",Orthodox,11,3,"May 05, 1994",1994
Daniel Weichel,"5' 10""",145 lbs.,"70.0""",,39,9,"Nov 22, 1984",1984
Chris Weidman,"6' 2""",185 lbs.,"78.0""",Orthodox,16,7,"Jun 17, 1984",1984
Royston Wee,"5' 7""",135 lbs.,"67.0""",Orthodox,4,1,"Nov 15, 1986",1986
Stephanie Webber,"5' 6""",135 lbs.,--,,2,2,--,--
Darian Weeks,"5' 11""",170 lbs.,"72.0""",Orthodox,5,3,"Nov 23, 1993",1993
Jeka Saragih,"5' 8""",145 lbs.,"69.0""",Orthodox,14,4,"Jan 01, 1995",1995
Diego Saraiva,"5' 6""",155 lbs.,--,Orthodox,22,20,"Apr 23, 1982",1982
Daniel Sarafian,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,"Aug 21, 1982",1982
Bob Sapp,"6' 5""",350 lbs.,--,Orthodox,11,20,"Sep 22, 1974",1974
Nick Sanzo,"5' 9""",190 lbs.,--,,1,1,--,--
Djorden Santos,"6' 0""",185 lbs.,"75.0""",Orthodox,9,1,"Aug 01, 1997",1997
Mairon Santos,"5' 7""",145 lbs.,"72.0""",Orthodox,15,1,"Jun 10, 2000",2000
Luana Santos,"5' 6""",125 lbs.,"67.0""",Orthodox,8,2,"Apr 16, 2000",2000
Brok Weaver,"6' 0""",155 lbs.,"73.0""",Southpaw,15,6,"Dec 05, 1991",1991
Enrique Watson,--,185 lbs.,--,,3,1,--,--
Gabriel Santos,"5' 9""",145 lbs.,"70.0""",Orthodox,10,2,"Nov 28, 1996",1996
Daniel Santos,"5' 7""",135 lbs.,"67.0""",Orthodox,12,2,"Mar 12, 1995",1995
Tom Watson,"6' 1""",185 lbs.,"73.0""",Orthodox,17,9,"Jul 13, 1982",1982
Kyle Watson,"6' 0""",155 lbs.,--,Southpaw,13,8,"Aug 09, 1979",1979
Maka Watson,--,155 lbs.,--,,4,2,"Sep 22, 1984",1984
Walel Watson,"5' 11""",135 lbs.,"75.0""",Orthodox,14,10,"Jul 16, 1984",1984
Blake Watkins,--,185 lbs.,--,,5,1,--,--
Marilia Santos,"5' 4""",125 lbs.,--,Orthodox,10,3,"Dec 12, 1992",1992
Edivan Santos,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,"May 03, 1992",1992
Sam Watford,--,155 lbs.,--,,2,2,--,--
Michelle Waterson-Gomez,"5' 3""",115 lbs.,"62.0""",Orthodox,18,13,"Jan 06, 1986",1986
Andre Santos,"6' 0""",170 lbs.,--,,38,10,--,--
Gleristone Santos,"5' 9""",145 lbs.,--,,33,7,"Aug 20, 1988",1988
Bruno Santos,"5' 9""",185 lbs.,--,Orthodox,15,2,"Jul 17, 1987",1987
Taila Santos,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,"Jun 22, 1993",1993
Yana Santos,"5' 6""",135 lbs.,"68.0""",Orthodox,15,8,"Nov 11, 1989",1989
Leonardo Santos,"6' 0""",155 lbs.,"75.0""",Orthodox,18,7,"Feb 05, 1980",1980
Thiago Santos,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,"Jan 07, 1984",1984
Dominic Waters,"6' 1""",170 lbs.,"79.0""",Orthodox,9,5,"Apr 11, 1989",1989
Trey Waters,"6' 5""",170 lbs.,"77.0""",Orthodox,9,1,"Feb 21, 1995",1995
Andy Waters,"6' 0""",170 lbs.,--,,1,2,--,--
Kazuhisa Watanabe,"5' 6""",139 lbs.,--,,0,1,"May 18, 1983",1983
Ron Waterman,"6' 2""",280 lbs.,--,Orthodox,16,6,"Nov 23, 1965",1965
Idris Wasi,"6' 0""",186 lbs.,--,,2,14,"Dec 11, 1989",1989
Kengo Watanabe,"6' 4""",220 lbs.,--,Orthodox,8,13,"Jan 31, 1976",1976
Iliarde Santos,"5' 5""",125 lbs.,"67.0""",Orthodox,30,13,"Sep 25, 1980",1980
Merritt Warren,"5' 10""",155 lbs.,--,Southpaw,3,3,--,--
Brian Warren,"6' 0""",185 lbs.,--,Orthodox,18,17,--,--
Joe Warren,"5' 6""",135 lbs.,--,Orthodox,15,6,"Oct 31, 1976",1976
Paulo Santos,--,--,--,,0,3,--,--
Adriano Santos,"5' 10""",--,--,,0,1,--,--
Luis Santos,"6' 1""",170 lbs.,--,Southpaw,63,10,--,--
Will Santiago,"5' 7""",185 lbs.,--,Orthodox,9,5,"Feb 08, 1983",1983
Evangelista Santos,"5' 10""",170 lbs.,"76.0""",Orthodox,21,18,"Dec 12, 1977",1977
Jose Santibanez,--,155 lbs.,--,,10,3,"Jan 18, 1980",1980
Art Santore,"6' 2""",185 lbs.,--,,18,8,"Oct 26, 1972",1972
Richie Santiago,"5' 7""",135 lbs.,"67.0""",Southpaw,7,2,"Oct 10, 1992",1992
Mike Santiago,"5' 10""",145 lbs.,"69.0""",Orthodox,19,12,"Jul 28, 1989",1989
Terrion Ware,"5' 8""",135 lbs.,"71.0""",Orthodox,17,9,"Mar 31, 1986",1986
Joshua Wang-Kim,"5' 9""",135 lbs.,"71.0""",Switch,5,2,"Nov 16, 1992",1992
Charlie Ward,"5' 11""",170 lbs.,--,Orthodox,3,3,"Dec 17, 1980",1980
Wang Cong,"5' 6""",125 lbs.,"66.0""",Southpaw,6,0,"May 15, 1992",1992
Sai Wang,"6' 0""",170 lbs.,--,Southpaw,20,6,"Jan 14, 1986",1986
Andy Wang,"5' 6""",155 lbs.,--,Orthodox,7,8,"May 28, 1977",1977
Anying Wang,"6' 0""",170 lbs.,--,Orthodox,2,1,"Apr 04, 1991",1991
Curt Warburton,"6' 0""",155 lbs.,"73.0""",Orthodox,13,6,--,--
Dimitiri Wanderley,--,205 lbs.,--,Orthodox,5,2,--,--
Brennan Ward,"5' 10""",170 lbs.,"71.0""",,14,5,"Jun 28, 1988",1988
Jorge Santiago,"6' 1""",170 lbs.,"75.0""",Orthodox,25,12,"Oct 09, 1980",1980
Shaheen Santana,"6' 1""",155 lbs.,"75.0""",Orthodox,6,1,"Jun 04, 1991",1991
Sean Santella,"5' 5""",125 lbs.,--,,17,6,"Oct 25, 1984",1984
Jonathan Santa Maria,"5' 9""",125 lbs.,--,,3,4,--,--
Duda Santana,"5' 7""",145 lbs.,"73.0""",Orthodox,3,1,"Jan 10, 1996",1996
Martin Sano,"5' 11""",170 lbs.,"75.0""",Orthodox,4,3,"May 30, 1991",1991
Roldan Sangcha'an,"5' 4""",125 lbs.,--,Orthodox,4,2,"Dec 04, 1990",1990
Chris Sanford,"5' 11""",185 lbs.,--,Orthodox,5,1,"Mar 12, 1968",1968
Patrick Walsh,"5' 11""",185 lbs.,--,,10,3,"Nov 28, 1988",1988
Richard Walsh,"6' 0""",170 lbs.,"73.0""",Orthodox,9,5,"Dec 01, 1988",1988
Cory Walmsley,"6' 0""",205 lbs.,--,Orthodox,8,2,--,--
Yuhi Sano,"5' 11""",243 lbs.,--,Orthodox,0,4,"Feb 02, 1965",1965
James Wallace,"5' 10""",155 lbs.,"69.0""",Orthodox,5,2,"Nov 17, 1992",1992
Jeremy Wallace,"5' 9""",--,--,,4,6,--,--
Jim Wallhead,"5' 10""",170 lbs.,--,Orthodox,29,11,"Mar 14, 1984",1984
Randall Wallace,"5' 11""",185 lbs.,"73.0""",Orthodox,15,6,"Mar 01, 1989",1989
Rodney Wallace,"5' 9""",205 lbs.,"72.0""",Switch,26,15,"Nov 21, 1981",1981
Hector Sandoval,"5' 2""",125 lbs.,"64.0""",Orthodox,14,4,"Jul 19, 1986",1986
Crafton Wallace,"6' 0""",185 lbs.,--,Orthodox,18,6,"Nov 10, 1975",1975
Raul Sandoval,--,130 lbs.,--,,3,3,--,--
Hugo Sandoval,--,135 lbs.,--,,2,3,--,--
Joseph Sandoval,"5' 7""",135 lbs.,--,Southpaw,7,7,"May 11, 1986",1986
Cory Sandhagen,"5' 11""",135 lbs.,"70.0""",Switch,17,5,"Apr 20, 1992",1992
Jesse Sanders,"6' 0""",170 lbs.,--,Orthodox,23,7,--,--
Jerrod Sanders,"5' 8""",135 lbs.,"72.0""",Orthodox,16,3,"Oct 01, 1979",1979
Robert Sanchez,"5' 6""",125 lbs.,"66.0""",Orthodox,8,2,"Mar 05, 1986",1986
Bas Rutten,"6' 1""",205 lbs.,--,Orthodox,28,4,"Feb 24, 1965",1965
Andrew Sanchez,"6' 1""",185 lbs.,"74.0""",Orthodox,13,7,"Apr 08, 1988",1988
Mike Russow,"6' 1""",255 lbs.,"73.0""",Orthodox,15,3,"Sep 11, 1976",1976
Ben Wall,"5' 10""",155 lbs.,--,Orthodox,8,7,"Mar 25, 1989",1989
Nursulton Ruziboev,"6' 5""",170 lbs.,"76.0""",Orthodox,34,9,"Nov 19, 1993",1993
Luke Sanders,"5' 6""",135 lbs.,"67.0""",Southpaw,13,5,"Dec 12, 1985",1985
Casey Ryan,--,185 lbs.,--,,7,3,--,--
Brogan Walker,"5' 4""",125 lbs.,"67.0""",Switch,8,4,"Aug 02, 1988",1988
Valter Walker,"6' 6""",265 lbs.,"78.0""",Orthodox,12,1,"Dec 14, 1997",1997
Herschel Walker,"6' 1""",215 lbs.,--,Orthodox,2,0,"Mar 03, 1962",1962
Johnny Walker,"6' 6""",205 lbs.,"82.0""",Orthodox,21,9,"Mar 30, 1992",1992
Andre Walker,"5' 11""",205 lbs.,--,Southpaw,1,5,--,--
Erick Sanchez,"5' 10""",145 lbs.,--,,8,3,"Oct 04, 1990",1990
TJ Waldburger,"5' 11""",170 lbs.,"75.0""",Orthodox,16,9,"Apr 25, 1988",1988
Chase Waldon,"6' 1""",185 lbs.,"75.0""",Orthodox,11,2,"Sep 19, 1986",1986
Emmanuel Sanchez,"5' 9""",145 lbs.,"71.0""",,15,3,"Aug 11, 1990",1990
Donny Walker,"5' 9""",135 lbs.,--,,15,10,"Jan 04, 1980",1980
Donald Sanchez,"5' 10""",145 lbs.,--,,31,17,"Aug 18, 1984",1984
Joby Sanchez,"5' 6""",135 lbs.,"68.0""",Orthodox,11,4,"Jun 24, 1991",1991
Julian Sanchez,"6' 3""",300 lbs.,--,Orthodox,0,1,--,--
Bobby Sanchez,"5' 7""",155 lbs.,--,Orthodox,10,35,--,--
Josh San Diego,"5' 10""",135 lbs.,--,,8,3,--,--
Eddie Sanchez,"6' 2""",230 lbs.,"74.0""",Orthodox,15,8,"Nov 04, 1982",1982
Paul Ruiz,"5' 6""",135 lbs.,--,,7,4,"Jun 23, 1987",1987
Diego Sanchez,"5' 10""",170 lbs.,"72.0""",Southpaw,31,13,"Dec 31, 1981",1981
Eddie Ruiz,"5' 7""",155 lbs.,--,Orthodox,1,1,"Jun 10, 1967",1967
Montserrat Conejo Ruiz,"5' 0""",115 lbs.,"61.0""",Southpaw,10,4,"Feb 03, 1993",1993
Mauricio Ruffy,"5' 11""",155 lbs.,"75.0""",Orthodox,10,1,"Jun 17, 1996",1996
Gabe Ruediger,"5' 10""",155 lbs.,--,Orthodox,18,8,"Aug 29, 1977",1977
Rodolfo Rubio Perez,"5' 5""",145 lbs.,--,Orthodox,10,16,"Jan 29, 1987",1987
James Wade,"5' 10""",205 lbs.,--,,4,11,--,--
Anthony Ruiz,"6' 2""",205 lbs.,--,Orthodox,33,22,"Nov 03, 1977",1977
Rodrigo Ruas,"5' 10""",185 lbs.,--,Orthodox,4,5,"Oct 06, 1977",1977
Johnny Sampaio,"5' 8""",170 lbs.,--,Orthodox,3,1,"Sep 11, 1975",1975
Josh Sampo,"5' 4""",125 lbs.,"64.0""",Orthodox,11,5,"Jul 24, 1984",1984
Dylan Salvador,"5' 9""",155 lbs.,"69.0""",Southpaw,5,2,"May 20, 1993",1993
Josh Samman,"6' 3""",185 lbs.,"79.0""",Orthodox,13,4,"Mar 14, 1988",1988
John Salter,"6' 1""",185 lbs.,"74.0""",Southpaw,14,3,"Mar 21, 1985",1985
Vinicius Salvador,"5' 7""",135 lbs.,"70.0""",Southpaw,14,7,"Jul 24, 1996",1996
Sean Salmon,"5' 10""",185 lbs.,--,Southpaw,18,21,"Sep 11, 1977",1977
Brandon Saling,"5' 10""",170 lbs.,--,,8,6,"Jan 28, 1986",1986
Mauricio Rua,"6' 1""",205 lbs.,"76.0""",Orthodox,27,14,"Nov 25, 1981",1981
Marco Ruas,"6' 1""",210 lbs.,--,Orthodox,9,4,"Jan 23, 1961",1961
Murilo Rua,"5' 11""",185 lbs.,--,Orthodox,20,13,"May 22, 1980",1980
Boston Salmon,"5' 9""",135 lbs.,"69.0""",Southpaw,6,3,"Nov 20, 1990",1990
Quillan Salkilld,"6' 3""",155 lbs.,"75.0""",Orthodox,6,1,"Dec 28, 1999",1999
Jairzinho Rozenstruik,"6' 2""",242 lbs.,"78.0""",Orthodox,15,5,"Mar 17, 1988",1988
Brad Royster,--,135 lbs.,--,,1,2,--,--
Brandon Royval,"5' 9""",125 lbs.,"68.0""",Southpaw,16,7,"Aug 16, 1992",1992
Roberta Rovel,"5' 8""",145 lbs.,--,,4,1,--,--
Cam Rowston,"6' 2""",185 lbs.,"78.0""",Orthodox,8,3,"Jan 19, 1995",1995
Kain Royer,--,185 lbs.,--,,2,2,--,--
Phil Rowe,"6' 3""",170 lbs.,"80.0""",Orthodox,10,5,"Jul 18, 1990",1990
Gabriel Salinas-Jones,"6' 1""",245 lbs.,--,,5,2,"Nov 20, 1984",1984
John Salgado,"5' 10""",170 lbs.,--,,4,8,--,--
Muslim Salikhov,"5' 11""",170 lbs.,"70.0""",Orthodox,20,5,"Jun 09, 1984",1984
Luis Saldana,"5' 11""",145 lbs.,"73.0""",Orthodox,16,7,"Jan 27, 1991",1991
Justin Salas,"5' 8""",155 lbs.,"70.0""",Southpaw,12,7,"Mar 13, 1982",1982
Roman Salazar,"5' 7""",135 lbs.,--,Orthodox,10,6,"Feb 21, 1988",1988
Ivan Salaverry,"6' 0""",185 lbs.,--,Orthodox,14,9,"Jan 11, 1971",1971
Ryuta Sakurai,"5' 7""",183 lbs.,--,Orthodox,24,24,--,--
Hayato Sakurai,"5' 7""",168 lbs.,--,Orthodox,38,13,"Aug 24, 1975",1975
Ray Routh,"5' 8""",185 lbs.,--,Orthodox,2,1,--,--
Ronda Rousey,"5' 7""",135 lbs.,"66.0""",Orthodox,12,2,"Feb 01, 1987",1987
Rick Roufus,"6' 0""",207 lbs.,--,Southpaw,4,6,--,--
Khalil Rountree Jr.,"6' 1""",205 lbs.,"76.0""",Southpaw,14,5,"Feb 26, 1990",1990
Kazushi Sakuraba,"6' 0""",185 lbs.,--,Southpaw,26,17,"Jul 14, 1969",1969
Nick Rossborough,"6' 5""",205 lbs.,--,,26,19,"Nov 18, 1981",1981
Kristian Rothaermel,"6' 0""",205 lbs.,--,Open Stance,4,3,"Jan 31, 1972",1972
Ben Rothwell,"6' 4""",265 lbs.,"78.0""",Orthodox,39,14,"Oct 17, 1981",1981
Shannon Ross,"5' 6""",125 lbs.,"66.0""",Switch,13,9,"May 12, 1989",1989
Zach Rosol,--,243 lbs.,--,,3,2,--,--
Wataru Sakata,"5' 9""",195 lbs.,--,Southpaw,11,14,"Mar 11, 1973",1973
Alessio Sakara,"6' 0""",185 lbs.,"72.0""",Orthodox,19,11,"Sep 02, 1981",1981
Yukio Sakaguchi,"5' 9""",185 lbs.,--,Orthodox,6,7,"Jul 26, 1973",1973
Lukasz Sajewski,"5' 8""",155 lbs.,"71.0""",Orthodox,13,3,"Nov 27, 1990",1990
Benoit Saint Denis,"5' 11""",155 lbs.,"73.0""",Southpaw,13,2,"Dec 18, 1995",1995
Kiru Sahota,"5' 10""",125 lbs.,"73.0""",Orthodox,12,2,"May 28, 1995",1995
Ovince Saint Preux,"6' 3""",205 lbs.,"80.0""",Southpaw,27,17,"Apr 08, 1983",1983
Tatsuya Saika,"6' 0""",155 lbs.,"73.0""",Orthodox,11,5,"Sep 18, 1990",1990
Kevin Rosier,"6' 4""",275 lbs.,--,Orthodox,2,6,--,--
Augusto Sakai,"6' 3""",265 lbs.,"77.0""",Orthodox,16,5,"May 09, 1991",1991
Jared Rosholt,"6' 2""",265 lbs.,"75.0""",Orthodox,14,4,"Aug 04, 1986",1986
Jake Rosholt,"6' 1""",185 lbs.,--,Orthodox,12,5,"Feb 09, 1982",1982
Hilarie Rose,"5' 3""",115 lbs.,"63.0""",Orthodox,4,2,"Nov 11, 1992",1992
Jacob Rosales,"5' 11""",155 lbs.,"74.0""",Orthodox,13,7,"Jul 28, 1995",1995
Raul Rosas Jr.,"5' 9""",135 lbs.,"67.0""",Switch,9,1,"Oct 08, 2004",2004
Karol Rosa,"5' 5""",135 lbs.,"67.0""",Orthodox,18,6,"Dec 30, 1994",1994
Jason Saggo,"5' 11""",155 lbs.,"71.0""",Orthodox,12,4,"Nov 23, 1985",1985
Saparbeg Safarov,"6' 1""",185 lbs.,"78.0""",Orthodox,9,3,"Oct 14, 1986",1986
Charles Rosa,"5' 9""",145 lbs.,"69.0""",Switch,14,8,"Aug 24, 1986",1986
Frankie Saenz,"5' 6""",135 lbs.,"66.0""",Orthodox,13,7,"Aug 12, 1980",1980
Aaron Rosa,"6' 4""",205 lbs.,"77.0""",Orthodox,18,6,"May 28, 1983",1983
Joao Roque,"5' 6""",155 lbs.,--,Orthodox,7,2,"Jul 22, 1971",1971
Nazim Sadykhov,"5' 10""",155 lbs.,"69.0""",Southpaw,9,1,"May 16, 1994",1994
Amir Sadollah,"5' 10""",170 lbs.,"75.0""",Orthodox,6,5,"Aug 27, 1980",1980
Tarec Saffiedine,"5' 10""",170 lbs.,"70.0""",Switch,16,7,"Sep 06, 1986",1986
Pat Sabatini,"5' 8""",145 lbs.,"70.0""",Orthodox,18,5,"Nov 09, 1990",1990
Cameron Saaiman,"5' 8""",135 lbs.,"67.0""",Southpaw,9,2,"Dec 20, 2000",2000
Pete Sabala,--,135 lbs.,--,,3,15,--,--
Jesse Ronson,"5' 10""",155 lbs.,"70.0""",Southpaw,21,12,"Dec 24, 1985",1985
Danny Sabatello,"5' 10""",135 lbs.,"71.0""",Orthodox,9,1,"Mar 31, 1993",1993
George Roop,"6' 1""",135 lbs.,"72.0""",Orthodox,15,13,"Nov 10, 1981",1981
Juancamilo Ronderos,"5' 3""",125 lbs.,"64.0""",Southpaw,4,2,"Feb 17, 1995",1995
Rongzhu,"5' 9""",155 lbs.,"72.0""",Orthodox,25,5,"Mar 07, 2000",2000
Mara Romero Borella,"5' 6""",125 lbs.,"69.0""",Orthodox,12,9,"Jun 03, 1986",1986
Kaleio Romero,"5' 10""",145 lbs.,"69.0""",Switch,6,2,"Apr 19, 1996",1996
Anthony Romero,"5' 11""",155 lbs.,"70.0""",Orthodox,8,0,"Feb 25, 1997",1997
Cortavious Romious,"5' 4""",135 lbs.,"68.0""",Southpaw,9,2,"Jan 06, 1994",1994
Yoel Romero,"6' 0""",185 lbs.,"73.0""",Southpaw,13,5,"Apr 30, 1977",1977
Ricardo Romero,"6' 0""",205 lbs.,"76.0""",Orthodox,11,3,"Apr 15, 1978",1978
Yusup Saadulaev,"5' 6""",135 lbs.,--,,16,4,"Mar 31, 1985",1985
Jared Rollins,"5' 9""",170 lbs.,--,Orthodox,8,4,"Jan 26, 1977",1977
Tim Roman,"6' 1""",170 lbs.,--,,3,4,"Jun 08, 1985",1985
Alexandr Romanov,"6' 2""",262 lbs.,"75.0""",Southpaw,17,3,"Dec 11, 1990",1990
Shane Roller,"5' 10""",155 lbs.,"72.0""",Orthodox,11,7,"Jul 14, 1979",1979
Pete Rogers Jr.,"6' 0""",145 lbs.,--,,2,4,--,--
Marcelo Rojo,"5' 8""",145 lbs.,"71.0""",Orthodox,16,10,"Jul 02, 1988",1988
Max Rohskopf,"6' 1""",155 lbs.,"71.0""",Orthodox,5,1,"Sep 27, 1994",1994
Brian Rogers,"5' 11""",185 lbs.,--,,14,9,"Feb 15, 1984",1984
Brett Rogers,"6' 5""",265 lbs.,"81.0""",Orthodox,17,10,"Feb 17, 1981",1981
Nick Roehrick,"6' 2""",205 lbs.,--,Orthodox,7,1,"Jul 06, 1987",1987
Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75.0""",Orthodox,22,10,"Jun 25, 1985",1985
Pete Rodriguez,"5' 9""",170 lbs.,"71.0""",Switch,5,2,"Nov 13, 1996",1996
Piera Rodriguez,"5' 3""",115 lbs.,"63.0""",Orthodox,9,2,"Nov 11, 1992",1992
Victor Rodriguez,"5' 5""",125 lbs.,"67.0""",Switch,7,4,"Sep 05, 1992",1992
Christian Rodriguez,"5' 7""",145 lbs.,"71.0""",Orthodox,11,2,"Dec 17, 1997",1997
Drako Rodriguez,"5' 8""",135 lbs.,"69.0""",Orthodox,7,3,"Jun 16, 1996",1996
Ronaldo Rodriguez,"5' 6""",125 lbs.,"65.0""",Orthodox,16,2,"May 07, 1999",1999
Marina Rodriguez,"5' 6""",115 lbs.,"65.0""",Orthodox,17,4,"Apr 29, 1987",1987
Daniel Rodriguez,"6' 1""",170 lbs.,"74.0""",Southpaw,17,5,"Dec 31, 1986",1986
Mike Rodriguez,"6' 4""",205 lbs.,"82.0""",Southpaw,11,7,"Nov 28, 1988",1988
Paul Rodriguez,"5' 7""",155 lbs.,--,Orthodox,10,9,--,--
Manuel Rodriguez,"5' 9""",170 lbs.,--,Orthodox,11,5,"Apr 25, 1985",1985
Yair Rodriguez,"5' 11""",145 lbs.,"71.0""",Orthodox,16,5,"Oct 06, 1992",1992
Ricco Rodriguez,"6' 4""",265 lbs.,--,Orthodox,53,25,"Aug 19, 1977",1977
Kevin Roddy,"5' 11""",145 lbs.,--,,15,16,--,--
Kleydson Rodrigues,"5' 5""",135 lbs.,"67.0""",Orthodox,8,4,"Oct 22, 1995",1995
Gregory Rodrigues,"6' 3""",185 lbs.,"75.0""",Orthodox,16,5,"Feb 17, 1992",1992
Pedro Rocha,--,--,--,,1,0,--,--
Keith Rockel,"6' 0""",185 lbs.,--,Orthodox,12,4,--,--
Luke Rockhold,"6' 3""",185 lbs.,"77.0""",Southpaw,16,6,"Oct 17, 1984",1984
Vagner Rocha,"5' 10""",155 lbs.,"73.0""",Orthodox,14,4,"Jun 06, 1982",1982
Lucas Rocha,"5' 3""",125 lbs.,"64.0""",Orthodox,17,1,"Aug 12, 2000",2000
Carlos Eduardo Rocha,"5' 10""",170 lbs.,"73.0""",Orthodox,9,4,"Jul 12, 1981",1981
Colin Robinson,"6' 4""",243 lbs.,--,Orthodox,10,12,"Nov 27, 1968",1968
Damonte Robinson,"6' 0""",155 lbs.,"77.0""",,6,1,"Jun 10, 1995",1995
Mark Robinson,"6' 0""",265 lbs.,--,Orthodox,1,0,--,--
Chad Robichaux,"5' 4""",135 lbs.,--,,13,2,"Aug 18, 1975",1975
Roosevelt Roberts,"6' 2""",155 lbs.,"73.0""",Orthodox,12,5,"Feb 11, 1994",1994
Kenny Robertson,"5' 10""",170 lbs.,"74.0""",Orthodox,15,5,"Feb 14, 1984",1984
Ryan Roberts,"5' 6""",155 lbs.,--,Orthodox,21,12,"Jul 16, 1978",1978
Buddy Roberts,"6' 2""",185 lbs.,--,Orthodox,12,3,"Oct 17, 1982",1982
Gillian Robertson,"5' 5""",115 lbs.,"63.0""",Orthodox,14,8,"May 17, 1995",1995
Danny Roberts,"6' 1""",170 lbs.,"74.0""",Southpaw,18,8,"Jul 14, 1987",1987
Tyrone Roberts,"5' 9""",185 lbs.,--,Orthodox,43,12,--,--
Taylor Roberts,"5' 11""",170 lbs.,--,,3,12,--,--
Andre Roberts,"6' 2""",345 lbs.,--,Orthodox,14,2,"Feb 24, 1965",1965
Karl Roberson,"6' 1""",205 lbs.,"74.0""",Southpaw,9,6,"Oct 04, 1990",1990
Justin Robbins,"5' 5""",135 lbs.,--,,14,18,"Jul 29, 1980",1980
Kali Robbins,"5' 3""",115 lbs.,"63.0""",Orthodox,6,3,"Jul 05, 1984",1984
Theo Rlayang,"5' 7""",145 lbs.,"65.0""",Orthodox,5,1,"Aug 10, 1994",1994
Joey Roberts,"6' 2""",200 lbs.,--,,4,3,--,--
David Roberts,"6' 1""",170 lbs.,--,Orthodox,5,8,"Nov 15, 1975",1975
Jimmie Rivera,"5' 4""",135 lbs.,"68.0""",Orthodox,23,5,"Jun 29, 1989",1989
Jerome Rivera,"5' 10""",125 lbs.,"72.0""",Southpaw,10,6,"Apr 22, 1995",1995
Pedro Rizzo,"6' 1""",241 lbs.,--,Orthodox,20,11,"May 03, 1974",1974
Nicdali Rivera-Calanoc,"5' 3""",105 lbs.,--,,9,10,"Jun 12, 1985",1985
Francisco Rivera,"5' 8""",135 lbs.,"70.0""",Orthodox,11,7,"Oct 08, 1981",1981
Mario Rivera,"5' 10""",170 lbs.,--,,6,8,--,--
Irwin Rivera,"5' 6""",135 lbs.,"67.0""",Southpaw,10,6,"Feb 14, 1989",1989
Jorge Rivera,"6' 1""",185 lbs.,"73.0""",Orthodox,20,9,"Feb 28, 1972",1972
Maria Rios,"5' 5""",125 lbs.,--,,2,3,"May 31, 1983",1983
Diego Rivas,"5' 8""",145 lbs.,"69.0""",Orthodox,10,2,"Nov 11, 1991",1991
Shannon Ritch,"5' 9""",190 lbs.,--,Orthodox,56,83,"Sep 27, 1970",1970
Rafael Rios,--,150 lbs.,--,,4,2,--,--
Dante Rivera,"6' 1""",185 lbs.,--,Southpaw,16,7,"Dec 08, 1974",1974
Albert Rios,"5' 8""",145 lbs.,--,,13,6,--,--
Nick Ring,"6' 0""",185 lbs.,"74.0""",Southpaw,14,4,"Feb 10, 1979",1979
Robbie Ring,"5' 9""",145 lbs.,"68.0""",Orthodox,6,1,"Jul 14, 2000",2000
Jordan Rinaldi,"5' 10""",145 lbs.,"72.0""",Orthodox,14,7,"Sep 25, 1987",1987
Moise Rimbon,"5' 10""",205 lbs.,--,Orthodox,23,11,"Apr 20, 1977",1977
Jason Riley,"6' 6""",245 lbs.,--,,10,7,"Sep 22, 1975",1975
Jeremiah Riggs,"6' 0""",185 lbs.,--,,7,8,"Dec 17, 1982",1982
Aaron Riley,"5' 8""",155 lbs.,"69.0""",Southpaw,30,14,"Dec 09, 1980",1980
Luke Riley,--,145 lbs.,--,,9,0,"Jun 30, 1999",1999
